[Connect DataFile][1.1]
Date:;19.02.2026
Time:;16:09:11,170
Unit:;C
Resolution:;0,0125
Values:;7
Time;Hot Spot;ROI;Thermal_Corona;Detector Area;2.0 mm;1.5 mm;1.0 mm;
00:00:04,687;56,4;56,4;35,9;66,7;66,7;60,1;52,4;
00:00:04,700;56,4;56,4;36,0;66,4;66,4;60,1;52,5;
00:00:04,712;56,0;56,0;35,8;66,9;66,9;60,3;52,4;
00:00:04,725;56,3;56,3;35,7;66,7;66,7;60,0;52,2;
00:00:04,737;56,3;56,3;35,7;66,7;66,7;60,0;52,2;
00:00:04,750;56,6;56,6;35,9;66,7;66,7;60,0;52,4;
00:00:04,762;56,5;56,5;35,7;66,6;66,6;60,0;52,3;
00:00:04,775;56,1;56,1;35,9;66,5;66,5;59,8;52,3;
00:00:04,787;56,0;56,0;36,0;66,7;66,7;60,4;52,2;
00:00:04,800;56,4;56,4;35,9;66,4;66,4;60,2;52,2;
00:00:04,812;56,3;56,3;35,9;66,9;66,9;60,0;52,1;
00:00:04,825;56,3;56,3;35,8;66,7;66,7;59,9;52,3;
00:00:04,837;56,4;56,4;35,9;66,7;66,7;60,2;52,2;
00:00:04,850;56,3;56,3;35,9;66,8;66,8;59,8;52,1;
00:00:04,862;56,4;56,4;35,8;66,7;66,7;60,1;52,2;
00:00:04,875;55,9;55,9;35,7;66,4;66,4;60,1;52,1;
00:00:04,887;56,2;56,2;35,8;66,6;66,6;60,3;52,4;
00:00:04,900;56,0;56,0;35,9;66,7;66,7;60,1;52,5;
00:00:04,912;56,0;56,0;35,9;66,8;66,8;60,0;52,3;
00:00:04,925;56,2;56,2;35,7;66,2;66,2;60,2;52,1;
00:00:04,937;56,3;56,3;35,8;66,6;66,6;60,0;52,1;
00:00:04,950;56,0;56,0;35,7;66,5;66,5;60,0;52,3;
00:00:04,962;56,3;56,3;35,7;66,7;66,7;60,2;52,0;
00:00:04,975;56,0;56,0;36,0;66,7;66,7;60,3;52,2;
00:00:04,987;56,2;56,2;35,8;66,7;66,7;60,2;52,0;
00:00:05,000;56,3;56,3;35,9;66,5;66,5;59,3;52,3;
00:00:05,012;56,4;56,4;35,7;66,4;66,4;60,2;52,0;
00:00:05,025;55,9;55,9;35,7;66,8;66,8;59,8;52,2;
00:00:05,037;56,2;56,2;35,7;66,7;66,7;60,0;51,9;
00:00:05,050;56,4;56,4;35,7;66,7;66,7;60,2;52,1;
00:00:05,062;56,4;56,4;35,7;66,4;66,4;60,1;52,3;
00:00:05,075;56,5;56,5;35,7;66,5;66,5;59,7;52,0;
00:00:05,087;56,0;56,0;35,7;66,5;66,5;59,8;52,1;
00:00:05,100;56,5;56,5;35,7;66,5;66,5;60,1;52,2;
00:00:05,112;56,3;56,3;35,8;66,2;66,2;59,7;52,1;
00:00:05,125;56,1;56,1;35,7;66,5;66,5;59,9;52,3;
00:00:05,137;56,1;56,1;35,7;66,8;66,8;60,1;51,8;
00:00:05,150;56,3;56,3;35,7;66,7;66,7;59,9;52,4;
00:00:05,162;56,5;56,5;35,9;66,8;66,8;60,0;52,0;
00:00:05,175;56,3;56,3;35,7;66,3;66,3;60,0;52,4;
00:00:05,187;56,3;56,3;35,8;66,8;66,8;60,2;52,2;
00:00:05,200;56,2;56,2;35,6;66,7;66,7;60,1;52,3;
00:00:05,212;56,5;56,5;35,7;66,7;66,7;60,1;52,5;
00:00:05,225;56,2;56,2;35,7;66,7;66,7;59,6;52,3;
00:00:05,237;56,3;56,3;35,7;66,4;66,4;60,0;52,1;
00:00:05,250;56,2;56,2;35,7;66,6;66,6;60,4;52,2;
00:00:05,262;56,3;56,3;35,7;66,4;66,4;59,7;52,0;
00:00:05,275;56,3;56,3;35,7;66,2;66,2;59,8;51,9;
00:00:05,287;56,4;56,4;35,6;66,6;66,6;60,2;52,3;
00:00:05,300;56,1;56,1;36,0;66,4;66,4;59,9;52,5;
00:00:05,312;56,6;56,6;35,6;66,5;66,5;60,0;51,9;
00:00:05,325;56,4;56,4;35,8;66,7;66,7;59,8;52,0;
00:00:05,337;56,3;56,3;35,7;66,5;66,5;59,9;52,1;
00:00:05,350;56,3;56,3;35,8;66,6;66,6;60,1;52,3;
00:00:05,362;56,0;56,0;35,7;66,7;66,7;59,7;52,2;
00:00:05,375;56,5;56,5;35,7;66,4;66,4;59,8;52,4;
00:00:05,387;56,0;56,0;35,7;67,0;67,0;60,2;52,4;
00:00:05,400;56,3;56,3;35,7;66,5;66,5;60,3;52,1;
00:00:05,412;56,4;56,4;35,6;66,6;66,6;60,2;52,1;
00:00:05,425;56,3;56,3;35,9;66,8;66,8;59,8;52,2;
00:00:05,437;56,3;56,3;35,8;66,4;66,4;60,2;52,2;
00:00:05,450;56,4;56,4;35,8;66,5;66,5;60,1;52,4;
00:00:05,462;56,4;56,4;35,7;66,6;66,6;60,0;52,4;
00:00:05,475;56,5;56,5;35,7;66,4;66,4;60,4;52,2;
00:00:05,487;56,1;56,1;35,7;66,5;66,5;59,9;52,5;
00:00:05,500;56,2;56,2;35,8;66,2;66,2;60,0;52,2;
00:00:05,512;56,3;56,3;35,7;66,2;66,2;60,0;51,8;
00:00:05,525;56,2;56,2;35,7;66,4;66,4;59,9;52,3;
00:00:05,537;56,5;56,5;36,0;66,6;66,6;60,1;52,2;
00:00:05,550;56,5;56,5;35,8;66,5;66,5;60,0;52,1;
00:00:05,562;56,3;56,3;35,9;66,5;66,5;60,0;52,1;
00:00:05,575;56,4;56,4;35,7;66,7;66,7;60,1;52,4;
00:00:05,587;55,9;55,9;35,6;66,2;66,2;60,3;52,2;
00:00:05,600;56,1;56,1;35,9;66,7;66,7;60,0;52,2;
00:00:05,612;56,4;56,4;35,7;66,7;66,7;60,1;52,5;
00:00:05,625;55,9;55,9;35,9;66,8;66,8;60,0;52,5;
00:00:05,637;56,5;56,5;35,8;66,5;66,5;59,7;52,4;
00:00:05,650;56,4;56,4;35,9;66,5;66,5;60,1;52,2;
00:00:05,662;56,5;56,5;35,9;66,9;66,9;60,2;52,2;
00:00:05,675;56,4;56,4;35,9;66,7;66,7;60,1;52,1;
00:00:05,687;56,3;56,3;35,9;66,5;66,5;60,5;52,2;
00:00:05,700;56,3;56,3;35,7;66,2;66,2;60,0;52,0;
00:00:05,712;56,0;56,0;35,5;66,8;66,8;60,0;51,9;
00:00:05,725;56,3;56,3;35,7;66,6;66,6;60,0;52,3;
00:00:05,737;56,2;56,2;35,8;66,5;66,5;60,2;52,2;
00:00:05,750;56,4;56,4;35,8;66,5;66,5;59,9;51,9;
00:00:05,762;56,3;56,3;35,9;66,4;66,4;59,8;52,2;
00:00:05,775;56,1;56,1;35,7;66,5;66,5;59,7;52,4;
00:00:05,787;56,3;56,3;35,7;66,8;66,8;60,4;52,1;
00:00:05,800;56,3;56,3;35,8;66,6;66,6;60,0;52,1;
00:00:05,812;56,5;56,5;35,7;66,2;66,2;59,7;52,0;
00:00:05,825;56,0;56,0;35,7;66,3;66,3;60,2;52,2;
00:00:05,837;56,6;56,6;35,7;66,8;66,8;60,2;52,7;
00:00:05,850;55,8;55,8;35,6;66,7;66,7;60,1;52,3;
00:00:05,862;55,8;55,8;35,7;66,7;66,7;60,2;52,0;
00:00:05,875;56,2;56,2;35,7;66,7;66,7;60,0;52,2;
00:00:05,887;56,2;56,2;35,9;66,4;66,4;60,3;52,3;
00:00:05,900;56,4;56,4;35,8;66,5;66,5;60,0;52,2;
00:00:05,912;56,3;56,3;35,7;66,7;66,7;59,8;52,1;
00:00:05,925;56,1;56,1;35,8;66,5;66,5;59,9;52,2;
00:00:05,937;56,5;56,5;35,6;66,4;66,4;59,9;52,3;
00:00:05,950;56,0;56,0;35,8;66,8;66,8;60,0;51,9;
00:00:05,962;56,5;56,5;36,0;66,4;66,4;60,1;52,3;
00:00:05,975;56,3;56,3;35,6;66,5;66,5;60,1;52,4;
00:00:05,987;56,3;56,3;35,8;66,3;66,3;60,2;52,3;
00:00:06,000;56,6;56,6;35,9;66,4;66,4;59,9;52,2;
00:00:06,012;56,1;56,1;35,7;66,7;66,7;59,8;52,4;
00:00:06,025;56,3;56,3;35,7;66,5;66,5;59,8;52,0;
00:00:06,037;56,3;56,3;35,9;66,8;66,8;60,3;52,4;
00:00:06,050;56,3;56,3;35,8;66,8;66,8;59,9;52,4;
00:00:06,062;56,3;56,3;35,6;66,2;66,2;60,2;52,3;
00:00:06,075;56,4;56,4;35,8;66,8;66,8;60,1;52,4;
00:00:06,087;56,5;56,5;36,0;66,7;66,7;59,8;52,2;
00:00:06,100;56,5;56,5;35,9;66,7;66,7;60,0;52,0;
00:00:06,112;56,4;56,4;35,6;66,7;66,7;60,1;52,2;
00:00:06,125;56,2;56,2;35,7;66,7;66,7;60,1;52,0;
00:00:06,137;56,4;56,4;35,8;66,8;66,8;60,1;51,9;
00:00:06,150;56,3;56,3;36,0;66,8;66,8;59,8;52,4;
00:00:06,162;56,0;56,0;35,9;66,8;66,8;60,0;51,8;
00:00:06,175;56,7;56,7;35,7;66,4;66,4;60,2;52,4;
00:00:06,187;55,9;55,9;35,9;66,8;66,8;60,1;52,3;
00:00:06,200;56,1;56,1;35,7;66,5;66,5;59,6;52,1;
00:00:06,212;56,1;56,1;35,7;66,8;66,8;60,2;51,9;
00:00:06,225;56,4;56,4;35,8;66,8;66,8;59,8;52,0;
00:00:06,237;56,2;56,2;35,6;66,5;66,5;59,8;52,1;
00:00:06,250;56,5;56,5;35,9;66,5;66,5;60,2;52,2;
00:00:06,262;56,3;56,3;36,0;66,5;66,5;60,0;52,4;
00:00:06,275;56,1;56,1;35,9;66,2;66,2;60,1;52,4;
00:00:06,287;56,3;56,3;35,8;66,5;66,5;59,8;52,3;
00:00:06,300;56,0;56,0;35,9;66,4;66,4;60,2;52,4;
00:00:06,312;56,6;56,6;35,8;66,8;66,8;60,0;52,1;
00:00:06,325;56,1;56,1;35,9;66,5;66,5;59,8;52,0;
00:00:06,337;56,6;56,6;36,0;66,7;66,7;60,2;51,9;
00:00:06,350;55,6;55,6;36,0;66,5;66,5;59,8;52,2;
00:00:06,362;56,4;56,4;35,9;66,7;66,7;59,9;52,2;
00:00:06,375;56,3;56,3;35,6;66,8;66,8;59,8;52,3;
00:00:06,387;56,4;56,4;35,7;66,4;66,4;59,8;51,8;
00:00:06,400;56,3;56,3;35,7;66,7;66,7;59,8;52,0;
00:00:06,412;56,5;56,5;35,7;66,9;66,9;60,2;52,5;
00:00:06,425;56,3;56,3;35,8;66,5;66,5;59,7;52,2;
00:00:06,437;56,4;56,4;35,7;66,2;66,2;60,0;52,3;
00:00:06,450;56,3;56,3;35,9;66,7;66,7;59,7;52,2;
00:00:06,462;56,3;56,3;35,5;66,2;66,2;60,0;52,2;
00:00:06,475;55,8;55,8;35,7;66,3;66,3;59,7;51,9;
00:00:06,487;55,9;55,9;35,6;66,8;66,8;60,1;52,1;
00:00:06,500;56,4;56,4;35,7;66,2;66,2;60,1;52,2;
00:00:06,512;56,0;56,0;35,7;66,5;66,5;59,8;51,9;
00:00:06,525;56,2;56,2;35,7;66,2;66,2;60,1;52,3;
00:00:06,537;56,3;56,3;35,7;66,7;66,7;60,0;52,3;
00:00:06,550;56,2;56,2;35,7;66,5;66,5;60,0;52,0;
00:00:06,562;56,5;56,5;35,8;66,8;66,8;60,5;52,4;
00:00:06,575;56,4;56,4;35,8;66,7;66,7;60,1;52,2;
00:00:06,587;56,0;56,0;35,4;66,2;66,2;60,0;51,9;
00:00:06,600;56,2;56,2;35,7;66,7;66,7;59,4;51,9;
00:00:06,612;56,6;56,6;35,7;66,7;66,7;60,2;52,5;
00:00:06,625;56,2;56,2;35,6;66,5;66,5;60,0;51,9;
00:00:06,637;56,2;56,2;35,7;66,8;66,8;60,2;52,0;
00:00:06,650;56,5;56,5;35,7;66,5;66,5;59,7;52,2;
00:00:06,662;56,5;56,5;35,7;66,6;66,6;60,0;51,8;
00:00:06,675;56,4;56,4;35,9;66,8;66,8;60,2;52,0;
00:00:06,687;55,9;55,9;35,8;66,2;66,2;60,1;52,3;
00:00:06,700;56,3;56,3;35,7;66,5;66,5;60,0;51,9;
00:00:06,712;56,4;56,4;36,2;66,8;66,8;60,0;52,3;
00:00:06,725;56,2;56,2;35,5;66,5;66,5;59,6;51,9;
00:00:06,737;56,0;56,0;35,8;66,5;66,5;60,0;51,9;
00:00:06,750;56,3;56,3;35,7;66,4;66,4;60,0;52,1;
00:00:06,762;56,2;56,2;35,6;66,8;66,8;59,8;52,0;
00:00:06,775;56,0;56,0;35,5;66,5;66,5;59,8;51,6;
00:00:06,787;55,9;55,9;35,5;66,8;66,8;59,6;51,6;
00:00:06,800;56,1;56,1;35,7;66,6;66,6;60,0;52,3;
00:00:06,812;56,0;56,0;35,6;66,5;66,5;60,2;52,0;
00:00:06,825;56,0;56,0;35,9;66,6;66,6;60,1;52,0;
00:00:06,837;56,2;56,2;35,7;66,5;66,5;59,7;52,1;
00:00:06,850;56,4;56,4;35,6;66,8;66,8;59,6;52,2;
00:00:06,862;56,0;56,0;35,7;66,2;66,2;60,0;52,1;
00:00:06,875;56,0;56,0;35,8;66,6;66,6;59,7;52,2;
00:00:06,887;55,9;55,9;35,7;66,2;66,2;59,9;51,9;
00:00:06,900;56,3;56,3;35,7;66,5;66,5;60,4;52,1;
00:00:06,912;56,3;56,3;35,7;66,5;66,5;59,7;52,2;
00:00:06,925;56,3;56,3;35,8;66,5;66,5;59,8;51,8;
00:00:06,937;56,5;56,5;35,5;66,4;66,4;59,8;52,2;
00:00:06,950;56,0;56,0;35,6;66,4;66,4;59,8;51,9;
00:00:06,962;56,4;56,4;35,7;66,4;66,4;59,8;52,3;
00:00:06,975;56,2;56,2;35,6;66,4;66,4;60,0;52,1;
00:00:06,987;56,0;56,0;35,7;66,6;66,6;60,1;51,9;
00:00:07,000;56,0;56,0;35,7;66,5;66,5;59,9;52,2;
00:00:07,012;55,9;55,9;35,6;66,5;66,5;60,0;51,8;
00:00:07,025;56,2;56,2;36,0;66,7;66,7;59,7;51,9;
00:00:07,037;56,0;56,0;36,0;66,8;66,8;59,9;52,1;
00:00:07,050;56,5;56,5;35,9;66,3;66,3;59,9;52,2;
00:00:07,062;56,3;56,3;35,6;66,7;66,7;60,2;51,9;
00:00:07,075;56,1;56,1;35,7;66,0;66,0;60,1;52,3;
00:00:07,087;55,9;55,9;35,7;66,5;66,5;59,8;52,3;
00:00:07,100;56,3;56,3;35,7;66,9;66,9;59,9;52,0;
00:00:07,112;56,4;56,4;35,8;66,4;66,4;60,2;52,4;
00:00:07,125;56,5;56,5;35,7;66,5;66,5;60,1;52,7;
00:00:07,137;56,3;56,3;35,7;66,4;66,4;60,0;51,9;
00:00:07,150;56,3;56,3;35,7;65,9;65,9;60,2;52,4;
00:00:07,162;56,3;56,3;35,7;66,5;66,5;60,2;52,2;
00:00:07,175;56,5;56,5;35,7;66,8;66,8;59,7;52,3;
00:00:07,187;56,4;56,4;35,9;66,8;66,8;60,0;52,2;
00:00:07,200;56,3;56,3;36,0;66,7;66,7;59,7;52,2;
00:00:07,212;56,3;56,3;35,9;66,3;66,3;60,1;52,5;
00:00:07,225;56,2;56,2;35,8;66,5;66,5;60,0;52,0;
00:00:07,237;56,6;56,6;35,9;66,7;66,7;60,1;52,3;
00:00:07,250;56,5;56,5;35,8;66,8;66,8;60,1;52,3;
00:00:07,262;56,6;56,6;35,8;66,6;66,6;59,8;52,3;
00:00:07,275;56,5;56,5;35,7;66,7;66,7;59,9;52,3;
00:00:07,287;56,2;56,2;35,7;66,3;66,3;59,7;52,3;
00:00:07,300;56,1;56,1;35,7;66,8;66,8;60,0;52,2;
00:00:07,312;56,3;56,3;35,9;66,4;66,4;60,0;52,1;
00:00:07,325;56,3;56,3;36,0;66,5;66,5;60,2;52,1;
00:00:07,337;56,4;56,4;35,9;66,2;66,2;59,8;52,2;
00:00:07,350;56,3;56,3;35,6;66,5;66,5;60,1;52,3;
00:00:07,362;56,5;56,5;35,9;66,4;66,4;60,0;51,9;
00:00:07,375;56,1;56,1;35,9;66,2;66,2;60,0;52,0;
00:00:07,387;56,4;56,4;35,7;66,7;66,7;60,0;52,2;
00:00:07,400;56,4;56,4;35,7;66,8;66,8;59,8;52,0;
00:00:07,412;56,4;56,4;35,6;66,8;66,8;60,1;52,0;
00:00:07,425;56,1;56,1;35,7;66,4;66,4;59,9;52,2;
00:00:07,437;56,0;56,0;35,7;66,7;66,7;60,0;52,0;
00:00:07,450;56,4;56,4;35,5;66,3;66,3;60,0;52,5;
00:00:07,462;56,1;56,1;35,5;66,8;66,8;60,2;51,9;
00:00:07,475;56,1;56,1;35,7;66,4;66,4;60,2;52,4;
00:00:07,487;56,0;56,0;35,6;66,5;66,5;59,8;52,0;
00:00:07,500;56,1;56,1;35,7;66,8;66,8;60,1;52,4;
00:00:07,512;56,3;56,3;35,6;66,4;66,4;60,0;51,8;
00:00:07,525;56,4;56,4;35,7;66,8;66,8;59,6;52,0;
00:00:07,537;56,0;56,0;35,8;66,6;66,6;59,8;51,9;
00:00:07,550;56,3;56,3;35,7;66,0;66,0;60,2;52,3;
00:00:07,562;56,1;56,1;35,9;66,5;66,5;59,8;51,9;
00:00:07,575;56,0;56,0;35,9;66,2;66,2;60,2;52,0;
00:00:07,587;56,3;56,3;35,7;66,2;66,2;60,1;52,2;
00:00:07,600;56,2;56,2;35,7;66,7;66,7;59,8;52,0;
00:00:07,612;56,1;56,1;35,8;66,7;66,7;59,9;52,2;
00:00:07,625;55,9;55,9;35,7;66,4;66,4;60,1;52,0;
00:00:07,637;56,2;56,2;35,4;66,8;66,8;60,1;52,0;
00:00:07,650;56,5;56,5;35,9;66,8;66,8;59,7;52,0;
00:00:07,662;56,0;56,0;35,7;66,9;66,9;60,0;52,0;
00:00:07,675;56,2;56,2;35,7;66,5;66,5;60,0;52,2;
00:00:07,687;56,5;56,5;35,9;66,9;66,9;60,1;52,3;
00:00:07,700;56,4;56,4;36,0;66,8;66,8;60,0;52,1;
00:00:07,712;55,9;55,9;35,8;66,8;66,8;60,4;52,0;
00:00:07,725;56,5;56,5;35,9;66,8;66,8;59,8;52,2;
00:00:07,737;56,6;56,6;35,8;66,3;66,3;59,7;51,9;
00:00:07,750;56,2;56,2;35,8;66,7;66,7;60,1;52,3;
00:00:07,762;55,9;55,9;35,9;67,0;67,0;60,2;52,2;
00:00:07,775;56,3;56,3;35,9;66,7;66,7;60,3;52,2;
00:00:07,787;56,0;56,0;35,8;66,5;66,5;59,9;52,2;
00:00:07,800;56,3;56,3;35,9;66,7;66,7;60,1;52,3;
00:00:07,812;56,3;56,3;36,1;66,2;66,2;59,9;52,0;
00:00:07,825;56,5;56,5;35,7;66,7;66,7;59,9;52,3;
00:00:07,837;56,5;56,5;35,8;66,7;66,7;60,0;52,3;
00:00:07,850;56,7;56,7;35,8;66,3;66,3;60,0;51,9;
00:00:07,862;56,3;56,3;35,9;66,5;66,5;60,2;51,8;
00:00:07,875;56,0;56,0;35,8;66,6;66,6;60,3;52,2;
00:00:07,887;56,4;56,4;35,9;66,2;66,2;60,0;52,3;
00:00:07,900;55,9;55,9;35,8;66,6;66,6;60,0;52,1;
00:00:07,912;56,1;56,1;35,8;66,5;66,5;60,1;52,1;
00:00:07,925;56,0;56,0;35,7;66,4;66,4;60,1;52,2;
00:00:07,937;56,4;56,4;35,9;66,7;66,7;60,1;52,2;
00:00:07,950;56,4;56,4;36,1;66,5;66,5;60,0;51,9;
00:00:07,962;56,4;56,4;36,0;66,5;66,5;60,0;52,1;
00:00:07,975;56,2;56,2;35,8;66,7;66,7;60,1;52,2;
00:00:07,987;56,2;56,2;35,7;66,7;66,7;60,1;52,2;
00:00:08,000;56,5;56,5;35,9;66,7;66,7;60,2;52,0;
00:00:08,012;56,0;56,0;36,1;66,5;66,5;60,1;51,9;
00:00:08,025;56,1;56,1;35,7;66,5;66,5;60,0;52,3;
00:00:08,037;56,1;56,1;35,7;66,5;66,5;60,0;52,3;
00:00:08,050;56,3;56,3;36,0;66,7;66,7;60,0;52,3;
00:00:08,062;56,2;56,2;36,0;66,5;66,5;59,8;52,3;
00:00:08,075;56,2;56,2;35,8;66,5;66,5;60,2;52,0;
00:00:08,087;56,4;56,4;35,8;66,2;66,2;60,1;52,2;
00:00:08,100;56,4;56,4;35,8;66,2;66,2;60,1;52,2;
00:00:08,112;56,5;56,5;35,9;66,2;66,2;60,1;52,4;
00:00:08,125;56,4;56,4;35,9;67,0;67,0;60,2;52,3;
00:00:08,137;56,2;56,2;35,9;66,9;66,9;60,2;52,4;
00:00:08,150;56,3;56,3;35,9;66,5;66,5;60,2;52,2;
00:00:08,162;56,3;56,3;35,9;66,5;66,5;60,2;52,2;
00:00:08,175;56,4;56,4;35,9;66,8;66,8;60,0;52,4;
00:00:08,187;56,1;56,1;35,7;66,2;66,2;60,3;52,2;
00:00:08,200;55,9;55,9;35,7;66,6;66,6;60,4;52,0;
00:00:08,212;56,3;56,3;35,7;66,3;66,3;60,1;52,3;
00:00:08,225;56,3;56,3;35,7;66,3;66,3;60,1;52,3;
00:00:08,237;56,1;56,1;35,7;66,9;66,9;60,2;52,2;
00:00:08,250;56,3;56,3;35,8;66,2;66,2;60,0;52,4;
00:00:08,262;56,3;56,3;35,7;66,3;66,3;59,8;52,0;
00:00:08,275;55,9;55,9;35,8;66,7;66,7;60,4;52,2;
00:00:08,287;55,9;55,9;35,8;66,7;66,7;60,4;52,2;
00:00:08,300;56,7;56,7;35,8;66,7;66,7;60,2;52,0;
00:00:08,312;56,3;56,3;35,8;66,3;66,3;60,2;52,3;
00:00:08,325;56,4;56,4;35,9;66,8;66,8;60,0;52,1;
00:00:08,337;56,4;56,4;35,8;66,6;66,6;59,8;52,2;
00:00:08,350;56,4;56,4;35,8;66,6;66,6;59,8;52,2;
00:00:08,362;56,6;56,6;35,9;66,1;66,1;60,4;52,1;
00:00:08,375;56,3;56,3;35,9;66,9;66,9;60,3;52,2;
00:00:08,387;56,2;56,2;35,8;66,9;66,9;60,2;52,0;
00:00:08,400;56,4;56,4;36,0;66,2;66,2;60,0;52,3;
00:00:08,412;56,4;56,4;36,0;66,2;66,2;60,0;52,3;
00:00:08,425;56,3;56,3;35,8;66,5;66,5;60,1;52,2;
00:00:08,437;56,3;56,3;35,9;66,9;66,9;60,1;52,0;
00:00:08,450;56,4;56,4;35,8;66,4;66,4;60,2;52,0;
00:00:08,462;56,3;56,3;35,8;66,7;66,7;60,1;52,2;
00:00:08,475;56,3;56,3;35,8;66,7;66,7;60,1;52,2;
00:00:08,487;56,3;56,3;35,8;66,4;66,4;59,8;52,2;
00:00:08,500;56,2;56,2;35,8;66,6;66,6;60,0;52,2;
00:00:08,512;56,0;56,0;35,7;66,5;66,5;60,1;51,9;
00:00:08,525;56,4;56,4;35,8;66,8;66,8;60,2;52,0;
00:00:08,537;56,4;56,4;35,8;66,8;66,8;60,2;52,0;
00:00:08,550;56,4;56,4;35,9;66,2;66,2;60,2;52,3;
00:00:08,562;56,3;56,3;35,7;66,4;66,4;60,1;52,0;
00:00:08,575;56,1;56,1;35,8;66,4;66,4;60,1;52,0;
00:00:08,587;56,3;56,3;35,7;66,7;66,7;60,1;52,3;
00:00:08,600;56,3;56,3;35,7;66,7;66,7;60,1;52,3;
00:00:08,612;56,6;56,6;35,7;67,1;67,1;60,3;52,4;
00:00:08,625;56,3;56,3;35,7;66,4;66,4;60,0;52,4;
00:00:08,637;56,3;56,3;35,9;66,5;66,5;59,8;52,0;
00:00:08,650;56,4;56,4;35,9;66,7;66,7;60,0;52,5;
00:00:08,662;56,4;56,4;35,9;66,7;66,7;60,0;52,5;
00:00:08,675;56,5;56,5;35,6;66,2;66,2;59,8;52,2;
00:00:08,687;56,3;56,3;35,5;66,7;66,7;60,2;52,2;
00:00:08,700;56,1;56,1;35,7;66,8;66,8;60,1;52,3;
00:00:08,712;56,1;56,1;35,7;66,8;66,8;59,7;52,1;
00:00:08,725;56,1;56,1;35,7;66,8;66,8;59,7;52,1;
00:00:08,737;56,2;56,2;35,6;66,4;66,4;60,0;52,2;
00:00:08,750;56,2;56,2;35,7;66,7;66,7;60,0;52,2;
00:00:08,762;56,3;56,3;35,6;66,8;66,8;60,1;52,2;
00:00:08,775;56,3;56,3;35,6;66,5;66,5;59,9;52,3;
00:00:08,787;56,3;56,3;35,6;66,5;66,5;59,9;52,3;
00:00:08,800;56,5;56,5;35,9;66,8;66,8;59,9;52,2;
00:00:08,812;56,3;56,3;35,5;66,4;66,4;60,1;51,9;
00:00:08,825;56,2;56,2;35,7;66,4;66,4;59,9;52,2;
00:00:08,837;56,4;56,4;35,9;66,5;66,5;60,1;52,3;
00:00:08,850;56,4;56,4;35,9;66,5;66,5;60,1;52,3;
00:00:08,862;56,3;56,3;35,6;66,3;66,3;60,3;52,2;
00:00:08,875;56,1;56,1;35,7;66,7;66,7;59,7;52,0;
00:00:08,887;56,3;56,3;35,5;66,7;66,7;59,9;52,2;
00:00:08,900;56,2;56,2;35,7;66,6;66,6;60,0;52,3;
00:00:08,912;56,2;56,2;35,7;66,6;66,6;60,0;52,3;
00:00:08,925;56,2;56,2;35,7;66,0;66,0;60,1;51,9;
00:00:08,937;56,4;56,4;35,8;66,5;66,5;60,0;51,8;
00:00:08,950;56,4;56,4;35,8;67,0;67,0;60,1;52,0;
00:00:08,962;56,4;56,4;35,6;66,2;66,2;60,2;52,2;
00:00:08,975;56,4;56,4;35,6;66,2;66,2;60,2;52,2;
00:00:08,987;56,1;56,1;35,7;66,7;66,7;60,3;51,8;
00:00:09,000;56,1;56,1;35,7;66,5;66,5;60,4;52,4;
00:00:09,012;56,4;56,4;35,6;66,8;66,8;60,2;52,3;
00:00:09,025;56,3;56,3;35,5;66,5;66,5;59,7;52,5;
00:00:09,037;56,3;56,3;35,5;66,5;66,5;59,7;52,5;
00:00:09,050;56,5;56,5;35,7;66,6;66,6;60,2;52,1;
00:00:09,062;56,2;56,2;35,7;66,8;66,8;60,2;52,1;
00:00:09,075;56,3;56,3;35,9;66,6;66,6;60,2;52,2;
00:00:09,087;56,0;56,0;35,7;66,6;66,6;60,1;52,3;
00:00:09,100;56,0;56,0;35,7;66,6;66,6;60,1;52,3;
00:00:09,112;56,2;56,2;35,8;66,4;66,4;59,8;52,3;
00:00:09,125;56,3;56,3;35,7;66,7;66,7;60,3;52,3;
00:00:09,137;56,4;56,4;35,8;66,8;66,8;60,5;51,9;
00:00:09,150;56,5;56,5;35,9;66,2;66,2;60,4;52,1;
00:00:09,162;56,5;56,5;35,9;66,2;66,2;60,4;52,1;
00:00:09,175;56,3;56,3;36,0;66,4;66,4;60,3;52,2;
00:00:09,187;56,2;56,2;35,7;66,6;66,6;60,4;52,4;
00:00:09,200;56,2;56,2;35,9;66,7;66,7;60,2;52,5;
00:00:09,212;56,4;56,4;35,9;66,5;66,5;60,1;52,1;
00:00:09,225;56,4;56,4;35,9;66,5;66,5;60,1;52,1;
00:00:09,237;56,0;56,0;35,7;66,7;66,7;60,2;51,9;
00:00:09,250;56,6;56,6;36,0;66,9;66,9;60,1;52,5;
00:00:09,262;56,4;56,4;35,9;66,3;66,3;59,9;52,2;
00:00:09,275;56,3;56,3;35,8;66,7;66,7;60,1;52,5;
00:00:09,287;56,3;56,3;35,8;66,7;66,7;60,1;52,5;
00:00:09,300;56,0;56,0;35,9;67,0;67,0;60,2;51,9;
00:00:09,312;56,0;56,0;35,9;66,4;66,4;60,2;51,9;
00:00:09,325;56,2;56,2;35,9;66,5;66,5;60,1;52,2;
00:00:09,337;56,4;56,4;35,7;66,6;66,6;60,1;52,3;
00:00:09,350;56,4;56,4;35,7;66,6;66,6;60,1;52,3;
00:00:09,362;56,4;56,4;35,6;66,7;66,7;60,5;52,3;
